endpoint,seed,feature,level_type,level,n,raw_mae,primary_mae,baseline_mae,graph_mae,delta_baseline_minus_primary,raw_to_primary_gap_closed,primary_shift_abs,baseline_shift_abs
IC50,13,bao_format_first,transition,BAO_0000019->BAO_0000249,24,0.2729376067879033,0.14395918556546863,0.16311175060890706,0.1467232120913358,0.01915256504343843,0.4725564305349183,0.20178736567412892,0.22221962987103341
IC50,13,bao_format_first,transition,BAO_0000019->BAO_0000251,13,0.27638146237432343,0.2826108647881838,0.2875449194617236,0.2967527191198517,0.0049340546735398005,-0.022539147019286897,0.12001933289526188,0.1141577202583328
IC50,13,bao_format_first,transition,BAO_0000019->BAO_0000357,1658,0.3667664403664657,0.25157429731677466,0.27355703693377387,0.25743580574107594,0.021982739616999203,0.31407492717870633,0.23064907395373974,0.19795092335833844
IC50,13,bao_format_first,transition,BAO_0000019->BAO_0000366,17,1.6510269664448072,0.4225925571293069,0.3787300454705877,0.402701007021877,-0.04386251165871918,0.7440426075903019,1.4823106432298678,1.4552497426146394
IC50,13,bao_format_first,transition,BAO_0000218->BAO_0000218,342,0.25854432604580124,0.14140390755920992,0.14140390755920992,0.14140390755920992,0.0,0.4530767326367079,0.22957692207910915,0.22957692207910915
IC50,13,bao_format_first,transition,BAO_0000218->BAO_0000219,27,2.124459437483593,0.3702834255140825,0.36541172961207974,0.37606456905573354,-0.0048716959020027595,0.8257046385631722,2.042245786985138,2.0418525542819084
IC50,13,bao_format_first,transition,BAO_0000218->BAO_0000221,1,0.1619830051443154,0.10954682867709042,0.1619830051443154,0.1626263881113692,0.05243617646722498,0.3237140613640799,0.05243617646722498,0.0
IC50,13,bao_format_first,transition,BAO_0000218->BAO_0000357,66,0.0716275563768595,0.04572966244560316,0.044614030456280464,0.05460380120676411,-0.001115631989322699,0.3615632759408653,0.05080944949050617,0.05118232895313028
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000019,1119,0.5608550821643246,0.32102145175936625,0.3295228987604351,0.320687857408154,0.008501447001068863,0.4276213910364275,0.43047292645385066,0.4065342600077759
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000218,27,2.124459437483593,0.28641169313406845,0.25523965512874747,0.3555287878426359,-0.03117203800532098,0.8651837318798983,2.021087016272183,2.0075938130699438
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000219,6308,0.4186867540235314,0.21409739105257622,0.21702013850990343,0.21583830526967296,0.002922747457327207,0.48864541570726805,0.33634003184545863,0.32691959100330986
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000220,9,0.7978450413709574,0.1562500108324048,0.18873417254472416,0.15920814192150287,0.032484161712319354,0.8041599524590433,0.6959477343887255,0.7025325776899041
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000221,68,1.074781398509239,0.48062988297228854,0.48844761252027963,0.4754083333431819,0.007817729547991092,0.5528114985624614,0.8641709048737842,0.8446527054347355
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000224,28,1.8159034669892449,1.5658165021159012,1.8159034669892449,1.5984881174896322,0.2500869648733437,0.13772040718000617,0.3435605414390293,0.0
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000249,14,0.6266965821210414,0.28420722413967586,0.28726759450898476,0.2950716735244833,0.0030603703693088957,0.5464994827675899,0.6078633401081248,0.5555770848861558
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000251,7,0.6263600606604379,0.31167361996405785,0.3286543793488014,0.3294850531316431,0.016980759384743527,0.5024050230223376,0.4730050500278188,0.4478835132401785
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000252,2,0.7578047518949291,0.18776579839504182,0.1991977215331251,0.1648320817570803,0.011431923138083278,0.75222404197714,0.7755352885136366,0.7869672116517199
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000357,2437,0.80822219400768,0.3286276148285413,0.34533021913829415,0.3337971175741029,0.016702604309752844,0.5933944684208727,0.725215851075996,0.7014106708497122
IC50,13,bao_format_first,transition,BAO_0000219->BAO_0000366,36,1.524508610528518,0.5135418771391077,0.49955907890820295,0.4995689825894606,-0.013982798230904758,0.6631426850642238,1.4125550662096211,1.3980944889705025
IC50,13,bao_format_first,transition,BAO_0000220->BAO_0000019,5,2.5842717100100407,0.20267004226558055,0.17657802605001685,0.20556915517842073,-0.0260920162155637,0.9215755675068729,2.6130846171706414,2.6168964730978574
IC50,13,bao_format_first,transition,BAO_0000220->BAO_0000219,9,0.7978450413709574,0.27103112646084754,0.257951841951911,0.2724843802951738,-0.013079284508936528,0.6602960319272928,0.65099075459163,0.6436777905276969
IC50,13,bao_format_first,transition,BAO_0000220->BAO_0000357,5,1.1485176351602773,0.3155068685149587,0.2947288515258094,0.3178155370693082,-0.020778016989149273,0.7252920992624294,0.959341269071537,0.9439966161405214
IC50,13,bao_format_first,transition,BAO_0000221->BAO_0000019,65,0.8258656328648319,0.3018671559807276,0.3142643313295187,0.3171824558153649,0.01239717534879109,0.6344839354392489,0.6717517282782833,0.672181438426229
IC50,13,bao_format_first,transition,BAO_0000221->BAO_0000218,1,0.1619830051443154,0.19265638988201594,0.1619830051443154,0.1626263881113701,-0.030673384737700538,-0.18936174637810133,0.030673384737700538,0.0
IC50,13,bao_format_first,transition,BAO_0000221->BAO_0000219,68,1.074781398509239,0.4163671408074741,0.4340630784138426,0.42780062894751847,0.017695937606368506,0.6126029522049875,0.8241353141491379,0.8007287800341093
IC50,13,bao_format_first,transition,BAO_0000221->BAO_0000221,76,0.8507293350672116,0.38666965299652195,0.38579639350275235,0.39231289136374276,-0.0008732594937695959,0.545484518920494,0.6443079133458682,0.6405938092210859
IC50,13,bao_format_first,transition,BAO_0000221->BAO_0000249,6,0.1162719422606262,0.09031270024643827,0.11039145324708481,0.07873319867506308,0.020078753000646543,0.22326316658579337,0.07802453571909378,0.05648172543884004
IC50,13,bao_format_first,transition,BAO_0000221->BAO_0000251,8,0.8042747789132979,0.7316662770168826,0.8024947240239716,0.7825865518741402,0.07082844700708901,0.09027822803858261,0.07343307167204194,0.0017800548893263102
IC50,13,bao_format_first,transition,BAO_0000221->BAO_0000252,2,2.474536160885169,2.40502492630403,2.474536160885169,2.474536160885169,0.06951123458113884,0.02809061175985155,0.06951123458113884,0.0
