route_group,source_type,method,scope,n_runs,mean_mae,std_mae,mean_rmse,std_rmse,mean_bias,mean_n,mean_groups
ours_ablation,ours_ablation_same_split,graph_gauge_calibration_selector_macro_target,macro_target,20,0.26257559730669267,0.07867462198586463,0.34417708832930205,0.08427882563995766,0.004036375765099225,24633.1,243.6
ours_ablation,ours_ablation_same_split,graph_gauge_calibration_selector_macro_target,macro_assay_pair,20,0.34672662045488495,0.1039858087313518,0.3691451778320803,0.10582142693513476,0.000678671691049415,24633.1,9280.1
ours_ablation,ours_ablation_same_split,graph_gauge_calibration_selector_micro,micro,20,0.19373366704318945,0.03666577236897285,0.4412688161680042,0.05538398901705252,0.0014162043054913704,24633.1,1.0
ours_ablation,ours_ablation_same_split,graph_gauge_calibration_selector_micro,macro_target,20,0.264505218835999,0.07974533186411562,0.3462457459127077,0.08613794980787283,0.004833022360187405,24633.1,243.6
ours_ablation,ours_ablation_same_split,graph_gauge_calibration_selector_micro,macro_assay_pair,20,0.35035841086007635,0.10743294746236472,0.37261674587754884,0.10953875967327342,0.00675648606436686,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_assay_pair,micro,20,0.19225736812494595,0.03535727926542817,0.43759359037534323,0.05740511245594186,-7.26465354070051e-05,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_assay_pair,macro_target,20,0.2640283250646781,0.07780615895598124,0.3453070049504805,0.08277286590231968,0.003971117339821345,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_assay_pair,macro_assay_pair,20,0.3433810275027719,0.10456706471608586,0.36557325076393343,0.10676798433197915,0.00180560734159723,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_target,micro,20,0.19335213311293858,0.03498264665989315,0.442287236363829,0.05832799605473757,-0.00033973481203313546,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_target,macro_target,20,0.2626260615121249,0.07857586530994388,0.34418749876805743,0.08416461032556785,0.003971909651089525,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_target,macro_assay_pair,20,0.346779172686544,0.1042719677821462,0.3692035961041439,0.10613725556519008,0.0005354940863087495,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_assay_pair,micro,20,0.19162452251494994,0.03463641871143259,0.4343081827558229,0.05589304511285635,-0.0005945354539340683,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_assay_pair,macro_target,20,0.25987929661439957,0.07342826007001568,0.3404144358818582,0.07870431414649007,0.0018109547230345101,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_assay_pair,macro_assay_pair,20,0.3395815986923988,0.10151357071638029,0.3616502978014253,0.103768193572491,-0.000597269389795035,24633.1,9280.1
