endpoint,seed,support_bucket,nominal_coverage,empirical_coverage,mean_interval_width,mean_abs_resid,n
KD,29,00_zero,0.5,0.3,0.3893688352426059,0.7334065051762048,20
KD,29,00_zero,0.8,0.55,1.1753116588655335,0.7334065051762048,20
KD,29,00_zero,0.9,0.75,2.306170197524966,0.7334065051762048,20
KD,29,00_zero,0.95,0.8,2.8715994668546823,0.7334065051762048,20
KD,29,01_1-4,0.5,0.7307692307692307,0.4907569405833634,0.3003788206173224,26
KD,29,01_1-4,0.8,0.7692307692307693,1.498244426839662,0.3003788206173224,26
KD,29,01_1-4,0.9,0.9230769230769231,2.3554366518988434,0.3003788206173224,26
KD,29,01_1-4,0.95,0.9230769230769231,2.625916920694289,0.3003788206173224,26
KD,29,02_5-9,0.5,0.5595238095238095,0.18837550679650317,0.2201050710631421,168
KD,29,02_5-9,0.8,0.8273809523809523,1.0161094157565054,0.2201050710631421,168
KD,29,02_5-9,0.9,0.9404761904761905,1.8187191720315923,0.2201050710631421,168
KD,29,02_5-9,0.95,0.9821428571428571,2.43973237184851,0.2201050710631421,168
KD,29,03_10-29,0.5,0.5411184210526315,0.4293797223991893,0.32469224462708474,608
KD,29,03_10-29,0.8,0.774671052631579,0.9692509168229634,0.32469224462708474,608
KD,29,03_10-29,0.9,0.8453947368421053,1.2786790485158057,0.32469224462708474,608
KD,29,03_10-29,0.95,0.9194078947368421,1.8779643295848172,0.32469224462708474,608
KD,29,04_30plus,0.5,0.49869451697127937,2.842170943040401e-14,0.14472667941453077,766
KD,29,04_30plus,0.8,0.741514360313316,0.4982540915603228,0.14472667941453077,766
KD,29,04_30plus,0.9,0.8798955613577023,0.9231387580648591,0.14472667941453077,766
KD,29,04_30plus,0.95,0.9569190600522193,1.135839871232398,0.14472667941453077,766
KD,29,all,0.5,0.48551637279596976,0.1604484492294409,0.23156747641245617,1588
KD,29,all,0.8,0.7777078085642317,0.7717170524640552,0.23156747641245617,1588
KD,29,all,0.9,0.889168765743073,1.157704628881298,0.23156747641245617,1588
KD,29,all,0.95,0.929471032745592,1.53097156628908,0.23156747641245617,1588
KD,31,00_zero,0.5,0.3157894736842105,0.19294700696573663,0.33815483484682857,76
KD,31,00_zero,0.8,0.5789473684210527,0.8588211797892811,0.33815483484682857,76
KD,31,00_zero,0.9,0.8157894736842105,1.2508158190059162,0.33815483484682857,76
KD,31,00_zero,0.95,0.9210526315789473,1.563207379326645,0.33815483484682857,76
KD,31,01_1-4,0.5,0.4444444444444444,0.4951949111983627,0.46791775305454997,36
KD,31,01_1-4,0.8,0.7777777777777778,1.5550394496515216,0.46791775305454997,36
KD,31,01_1-4,0.9,0.7777777777777778,1.558315612120774,0.46791775305454997,36
KD,31,01_1-4,0.95,0.9444444444444444,2.4787657168495603,0.46791775305454997,36
KD,31,02_5-9,0.5,0.47058823529411764,0.13879474095450384,0.24116572356416247,170
KD,31,02_5-9,0.8,0.8529411764705882,1.039719067758135,0.24116572356416247,170
KD,31,02_5-9,0.9,0.9588235294117647,1.9537872719353189,0.24116572356416247,170
KD,31,02_5-9,0.95,0.9941176470588236,3.1821438876292145,0.24116572356416247,170
KD,31,03_10-29,0.5,0.5172413793103449,0.38248236348489595,0.3218003997578308,580
KD,31,03_10-29,0.8,0.7896551724137931,0.9510764714306716,0.3218003997578308,580
KD,31,03_10-29,0.9,0.8913793103448275,1.373385567920034,0.3218003997578308,580
KD,31,03_10-29,0.95,0.9224137931034483,2.166056892231624,0.3218003997578308,580
KD,31,04_30plus,0.5,0.5575,3.907985046680551e-14,0.15479044720441493,800
KD,31,04_30plus,0.8,0.7875,0.6747051784434959,0.15479044720441493,800
KD,31,04_30plus,0.9,0.88875,0.9926736346308216,0.15479044720441493,800
KD,31,04_30plus,0.95,0.9475,1.17967317534423,0.15479044720441493,800
KD,31,all,0.5,0.4963898916967509,0.16836007731647928,0.2370755530609532,1662
KD,31,all,0.8,0.7851985559566786,0.8199751654605195,0.2370755530609532,1662
KD,31,all,0.9,0.8880866425992779,1.171714339052742,0.2370755530609532,1662
KD,31,all,0.95,0.9380264741275571,1.571864455141544,0.2370755530609532,1662
EC50,13,00_zero,0.5,0.5377358490566038,1.0883342314298652,0.63866753307087,318
EC50,13,00_zero,0.8,0.839622641509434,2.596706677231682,0.63866753307087,318
EC50,13,00_zero,0.9,0.9559748427672956,3.8619977805164143,0.63866753307087,318
EC50,13,00_zero,0.95,0.9968553459119497,5.040976176915982,0.63866753307087,318
EC50,13,01_1-4,0.5,0.611764705882353,0.3993503086512824,0.29072769729314113,170
EC50,13,01_1-4,0.8,0.8705882352941177,1.3328708859012544,0.29072769729314113,170
EC50,13,01_1-4,0.9,0.9294117647058824,1.9980837563094855,0.29072769729314113,170
EC50,13,01_1-4,0.95,0.9411764705882353,2.86273416438177,0.29072769729314113,170
EC50,13,02_5-9,0.5,0.5133333333333333,0.1983287759111958,0.1828152938796984,150
EC50,13,02_5-9,0.8,0.86,0.7656114482708132,0.1828152938796984,150
EC50,13,02_5-9,0.9,0.9066666666666666,1.0457703931618947,0.1828152938796984,150
EC50,13,02_5-9,0.95,0.94,1.4731160257222637,0.1828152938796984,150
EC50,13,03_10-29,0.5,0.5708860759493671,0.386507470786297,0.24180843166497099,1580
EC50,13,03_10-29,0.8,0.8544303797468354,0.9724824062510335,0.24180843166497099,1580
EC50,13,03_10-29,0.9,0.9411392405063291,1.473714758036264,0.24180843166497099,1580
EC50,13,03_10-29,0.95,0.9822784810126582,2.357933283527787,0.24180843166497099,1580
EC50,13,04_30plus,0.5,0.5099177552007741,0.001102184024787789,0.03589660060181846,4134
EC50,13,04_30plus,0.8,0.7960812772133526,0.008749548980949484,0.03589660060181846,4134
EC50,13,04_30plus,0.9,0.8913884857281084,0.04920729912265287,0.03589660060181846,4134
EC50,13,04_30plus,0.95,0.947992259313014,0.3193459894109445,0.03589660060181846,4134
EC50,13,all,0.5,0.5799748110831234,0.010850946519955329,0.12758125740820167,6352
EC50,13,all,0.8,0.8647670025188917,0.5918496890132777,0.12758125740820167,6352
EC50,13,all,0.9,0.9403337531486146,1.198883166064032,0.12758125740820167,6352
EC50,13,all,0.95,0.9743387909319899,1.985825478971668,0.12758125740820167,6352
EC50,17,00_zero,0.5,0.5528771384136858,0.95666264271172,0.5496659307630114,1286
EC50,17,00_zero,0.8,0.9066874027993779,2.3836909410716887,0.5496659307630114,1286
EC50,17,00_zero,0.9,0.9828926905132193,3.4488669823793097,0.5496659307630114,1286
EC50,17,00_zero,0.95,0.9891135303265941,4.409106005151549,0.5496659307630114,1286
EC50,17,01_1-4,0.5,0.2388888888888889,0.15907077630073907,0.5787942993907029,360
EC50,17,01_1-4,0.8,0.45555555555555555,0.5785863876414012,0.5787942993907029,360
EC50,17,01_1-4,0.9,0.8944444444444445,2.7327998130953297,0.5787942993907029,360
EC50,17,01_1-4,0.95,0.9583333333333334,3.409726684638449,0.5787942993907029,360
EC50,17,02_5-9,0.5,0.45081967213114754,0.17423331724182134,0.17656392591163225,122
EC50,17,02_5-9,0.8,0.6967213114754098,0.42196001273517325,0.17656392591163225,122
EC50,17,02_5-9,0.9,0.8360655737704918,0.7339631369867456,0.17656392591163225,122
EC50,17,02_5-9,0.95,0.9262295081967213,1.0424191801249574,0.17656392591163225,122
EC50,17,03_10-29,0.5,0.5070785070785071,0.33282701126625724,0.2785174539350487,1554
EC50,17,03_10-29,0.8,0.7940797940797941,0.8659789518974181,0.2785174539350487,1554
EC50,17,03_10-29,0.9,0.8931788931788932,1.2781914571675428,0.2785174539350487,1554
EC50,17,03_10-29,0.95,0.9498069498069498,1.8077683478641886,0.2785174539350487,1554
EC50,17,04_30plus,0.5,0.5216733870967742,0.0007629420114989571,0.02549829496116781,3968
EC50,17,04_30plus,0.8,0.8029233870967742,0.01186349946316767,0.02549829496116781,3968
EC50,17,04_30plus,0.9,0.9065020161290323,0.06802996451328625,0.02549829496116781,3968
EC50,17,04_30plus,0.95,0.9579133064516129,0.4154784794022617,0.02549829496116781,3968
EC50,17,all,0.5,0.4196159122085048,0.005553061881705901,0.2017517821020692,7290
EC50,17,all,0.8,0.720713305898491,0.40771483531972663,0.2017517821020692,7290
EC50,17,all,0.9,0.8316872427983539,0.8575911970675154,0.2017517821020692,7290
EC50,17,all,0.95,0.9141289437585733,1.4587008149826213,0.2017517821020692,7290
EC50,23,00_zero,0.5,0.3611111111111111,0.96998734358331,1.1414100491780972,252
EC50,23,00_zero,0.8,0.6666666666666666,2.5780355160090327,1.1414100491780972,252
EC50,23,00_zero,0.9,0.7777777777777778,3.801844049987765,1.1414100491780972,252
EC50,23,00_zero,0.95,0.8531746031746031,5.158335524592369,1.1414100491780972,252
EC50,23,01_1-4,0.5,0.30120481927710846,0.2437134975195523,0.47066100967949104,332
EC50,23,01_1-4,0.8,0.6204819277108434,0.8979002620469814,0.47066100967949104,332
EC50,23,01_1-4,0.9,0.8072289156626506,1.6545602019710408,0.47066100967949104,332
EC50,23,01_1-4,0.95,0.9397590361445783,2.7796015399131164,0.47066100967949104,332
EC50,23,02_5-9,0.5,0.5333333333333333,0.132393048575846,0.10128966632783618,90
EC50,23,02_5-9,0.8,0.7555555555555555,0.3490796659629929,0.10128966632783618,90
EC50,23,02_5-9,0.9,0.8888888888888888,0.49566822001172994,0.10128966632783618,90
EC50,23,02_5-9,0.95,0.9888888888888889,0.9759713975158815,0.10128966632783618,90
EC50,23,03_10-29,0.5,0.4469525959367946,0.30187017846474795,0.3128073006221839,1772
EC50,23,03_10-29,0.8,0.7624153498871332,0.8487421381695158,0.3128073006221839,1772
EC50,23,03_10-29,0.9,0.8860045146726863,1.2600119631528128,0.3128073006221839,1772
EC50,23,03_10-29,0.95,0.9424379232505643,1.7815336160918305,0.3128073006221839,1772
EC50,23,04_30plus,0.5,0.5585247349823321,0.0007369292948098405,0.027674756272382917,4528
EC50,23,04_30plus,0.8,0.8458480565371025,0.013650886991911193,0.027674756272382917,4528
EC50,23,04_30plus,0.9,0.928666077738516,0.07322921234417379,0.027674756272382917,4528
EC50,23,04_30plus,0.95,0.9582597173144877,0.3999999999999915,0.027674756272382917,4528
EC50,23,all,0.5,0.5593633495841698,0.006452625991395067,0.1624056052021561,6974
EC50,23,all,0.8,0.8024089475193577,0.4246429585776976,0.1624056052021561,6974
EC50,23,all,0.9,0.8986234585603671,0.9396600338759189,0.1624056052021561,6974
EC50,23,all,0.95,0.9479495268138801,1.5754486786290904,0.1624056052021561,6974
EC50,29,00_zero,0.5,0.39322033898305087,0.7799245373984949,0.6448783952589937,590
EC50,29,00_zero,0.8,0.6983050847457627,1.698795505398941,0.6448783952589937,590
EC50,29,00_zero,0.9,0.8813559322033898,2.413548667899077,0.6448783952589937,590
EC50,29,00_zero,0.95,0.9423728813559322,2.9460727943091216,0.6448783952589937,590
EC50,29,01_1-4,0.5,0.26732673267326734,0.13859150768563833,0.5897001439163939,404
EC50,29,01_1-4,0.8,0.6237623762376238,0.8587783550980219,0.5897001439163939,404
EC50,29,01_1-4,0.9,0.7326732673267327,1.457830290675041,0.5897001439163939,404
EC50,29,01_1-4,0.95,0.7722772277227723,1.785689607697358,0.5897001439163939,404
EC50,29,02_5-9,0.5,0.6056338028169014,0.25557847902614306,0.237309342825777,142
EC50,29,02_5-9,0.8,0.8169014084507042,0.737535369355592,0.237309342825777,142
EC50,29,02_5-9,0.9,0.8661971830985915,1.236581539781839,0.237309342825777,142
EC50,29,02_5-9,0.95,0.9154929577464789,1.8568138828366951,0.237309342825777,142
EC50,29,03_10-29,0.5,0.45730994152046783,0.33103998909256305,0.31377658374926903,1710
EC50,29,03_10-29,0.8,0.8105263157894737,0.9235985394796381,0.31377658374926903,1710
EC50,29,03_10-29,0.9,0.908187134502924,1.410999400420714,0.31377658374926903,1710
EC50,29,03_10-29,0.95,0.947953216374269,2.025350126462398,0.31377658374926903,1710
EC50,29,04_30plus,0.5,0.47095332671300894,0.0003454848542183697,0.032944617687246755,4028
EC50,29,04_30plus,0.8,0.7514895729890765,0.008897640359307957,0.032944617687246755,4028
EC50,29,04_30plus,0.9,0.8758689175769613,0.061019568975770794,0.032944617687246755,4028
EC50,29,04_30plus,0.95,0.9282522343594836,0.20689655172413346,0.032944617687246755,4028
EC50,29,all,0.5,0.41620599359906896,0.00199554066112384,0.19227144548760108,6874
EC50,29,all,0.8,0.7315973232470178,0.36264604288461416,0.19227144548760108,6874
EC50,29,all,0.9,0.8599068955484435,0.8450514277521177,0.19227144548760108,6874
EC50,29,all,0.95,0.9205702647657841,1.3957891726464682,0.19227144548760108,6874
EC50,31,00_zero,0.5,0.6,0.9592818223559947,0.5422937048845996,780
EC50,31,00_zero,0.8,0.8269230769230769,1.8312152019386683,0.5422937048845996,780
EC50,31,00_zero,0.9,0.8730769230769231,2.244351966960962,0.5422937048845996,780
EC50,31,00_zero,0.95,0.9141025641025641,2.628373072858208,0.5422937048845996,780
EC50,31,01_1-4,0.5,0.5420560747663551,0.4230792920089943,0.361965420538736,214
EC50,31,01_1-4,0.8,0.8504672897196262,1.6677763035574302,0.361965420538736,214
EC50,31,01_1-4,0.9,0.9626168224299065,2.5463992599574574,0.361965420538736,214
EC50,31,01_1-4,0.95,0.9719626168224299,3.120577621231517,0.361965420538736,214
EC50,31,02_5-9,0.5,0.45,0.27109280254385304,0.17740217708651093,160
EC50,31,02_5-9,0.8,0.8,0.5348091181146742,0.17740217708651093,160
EC50,31,02_5-9,0.9,0.9,0.7620948668848142,0.17740217708651093,160
EC50,31,02_5-9,0.95,0.975,1.0030466501872644,0.17740217708651093,160
EC50,31,03_10-29,0.5,0.5115995115995116,0.37251523140799403,0.2575725806438428,1638
EC50,31,03_10-29,0.8,0.8406593406593407,0.9712495322000778,0.2575725806438428,1638
EC50,31,03_10-29,0.9,0.9352869352869353,1.3940556392684398,0.2575725806438428,1638
EC50,31,03_10-29,0.95,0.974969474969475,2.053588253210256,0.2575725806438428,1638
EC50,31,04_30plus,0.5,0.5031476997578692,0.00036818714994346635,0.030566727923601305,4130
EC50,31,04_30plus,0.8,0.7794188861985473,0.007886004342466186,0.030566727923601305,4130
EC50,31,04_30plus,0.9,0.8929782082324456,0.038773014641859796,0.030566727923601305,4130
EC50,31,04_30plus,0.95,0.936319612590799,0.2247630117534924,0.030566727923601305,4130
EC50,31,all,0.5,0.5190696330540306,0.010639581348659277,0.15558776532190216,6922
EC50,31,all,0.8,0.8277954348454204,0.6004154902435624,0.15558776532190216,6922
EC50,31,all,0.9,0.9286333429644611,1.2081826197117642,0.15558776532190216,6922
EC50,31,all,0.95,0.9653279399017625,1.8808662372462912,0.15558776532190216,6922
