endpoint,seed,support_bucket,nominal_coverage,empirical_coverage,mean_interval_width,mean_abs_resid,n
IC50,17,03_10-29,0.8,0.7929116338207247,0.7524621621637468,0.22075618626672852,12584
IC50,17,03_10-29,0.9,0.8916878575969485,1.1621638049625247,0.22075618626672852,12584
IC50,17,03_10-29,0.95,0.945645263827082,1.584831317658928,0.22075618626672852,12584
IC50,17,04_30plus,0.5,0.48925982576311766,0.002537428530013486,0.07918569503958592,30074
IC50,17,04_30plus,0.8,0.7792777814723681,0.15470775759850325,0.07918569503958592,30074
IC50,17,04_30plus,0.9,0.8942608233025204,0.4888161065961747,0.07918569503958592,30074
IC50,17,04_30plus,0.95,0.9477621866063709,0.8710493761809658,0.07918569503958592,30074
IC50,17,all,0.5,0.4848883800801374,0.02905433946574565,0.1943592853134046,52410
IC50,17,all,0.8,0.7908414424728105,0.5918775103467198,0.1943592853134046,52410
IC50,17,all,0.9,0.8965464605991224,1.1588674510254604,0.1943592853134046,52410
IC50,17,all,0.95,0.950162182789544,1.812543727222844,0.1943592853134046,52410
IC50,23,00_zero,0.5,0.45155038759689925,0.7410035206501959,0.5948457744983546,6192
IC50,23,00_zero,0.8,0.7677648578811369,1.7031381078906234,0.5948457744983546,6192
IC50,23,00_zero,0.9,0.896640826873385,2.6093569544246713,0.5948457744983546,6192
IC50,23,00_zero,0.95,0.9499354005167958,3.5438109206008126,0.5948457744983546,6192
IC50,23,01_1-4,0.5,0.4926070038910506,0.425227813804967,0.4012115909357474,2570
IC50,23,01_1-4,0.8,0.8015564202334631,1.293497454436256,0.4012115909357474,2570
IC50,23,01_1-4,0.9,0.9237354085603113,2.2271302678537435,0.4012115909357474,2570
IC50,23,01_1-4,0.95,0.9712062256809338,3.089286413520685,0.4012115909357474,2570
IC50,23,02_5-9,0.5,0.45330459770114945,0.12511705560766018,0.17039841532128258,1392
IC50,23,02_5-9,0.8,0.8520114942528736,0.6616671801820588,0.17039841532128258,1392
IC50,23,02_5-9,0.9,0.9310344827586207,1.1221073175371266,0.17039841532128258,1392
IC50,23,02_5-9,0.95,0.9489942528735632,1.3260761896902196,0.17039841532128258,1392
IC50,23,03_10-29,0.5,0.5107885134063145,0.20258970456197822,0.21789636044163463,12606
IC50,23,03_10-29,0.8,0.788751388227828,0.7273690401870709,0.21789636044163463,12606
IC50,23,03_10-29,0.9,0.8891004283674441,1.133738007490516,0.21789636044163463,12606
IC50,23,03_10-29,0.95,0.9428050134856417,1.5502320129212306,0.21789636044163463,12606
IC50,23,04_30plus,0.5,0.4971998945842667,0.002676164507547263,0.08182735229477855,30356
IC50,23,04_30plus,0.8,0.7875872974041376,0.18549702569655013,0.08182735229477855,30356
IC50,23,04_30plus,0.9,0.8899393859533535,0.48993346387407033,0.08182735229477855,30356
IC50,23,04_30plus,0.95,0.9449861641850046,0.8844668757695486,0.08182735229477855,30356
IC50,23,all,0.5,0.505083214097447,0.039187740733291676,0.19170016651316837,53116
IC50,23,all,0.8,0.795711273439265,0.6125199212356255,0.19170016651316837,53116
IC50,23,all,0.9,0.8976767828902779,1.1465939461841956,0.19170016651316837,53116
IC50,23,all,0.95,0.9487913246479404,1.7293283267176989,0.19170016651316837,53116
IC50,29,00_zero,0.5,0.4763855421686747,0.8357548461914668,0.6807834940454458,4150
IC50,29,00_zero,0.8,0.7412048192771085,1.9408978497373113,0.6807834940454458,4150
IC50,29,00_zero,0.9,0.8889156626506024,3.068447497252936,0.6807834940454458,4150
IC50,29,00_zero,0.95,0.9539759036144578,4.259579323795549,0.6807834940454458,4150
IC50,29,01_1-4,0.5,0.5900735294117647,0.536378044250811,0.33593886624167413,1632
IC50,29,01_1-4,0.8,0.866421568627451,1.5365295883739378,0.33593886624167413,1632
IC50,29,01_1-4,0.9,0.9534313725490197,2.3247645524572422,0.33593886624167413,1632
IC50,29,01_1-4,0.95,0.9779411764705882,3.173128400182791,0.33593886624167413,1632
IC50,29,02_5-9,0.5,0.5627737226277372,0.22138713245176866,0.22335491137633876,1370
IC50,29,02_5-9,0.8,0.8481751824817518,0.84130692385361,0.22335491137633876,1370
IC50,29,02_5-9,0.9,0.8978102189781022,1.2015391034178613,0.22335491137633876,1370
IC50,29,02_5-9,0.95,0.9291970802919708,1.5504820710115421,0.22335491137633876,1370
IC50,29,03_10-29,0.5,0.49805793817769867,0.20112864212402215,0.2221207170507468,12358
IC50,29,03_10-29,0.8,0.803366240491989,0.7723122830211754,0.2221207170507468,12358
IC50,29,03_10-29,0.9,0.896180611749474,1.19291420811042,0.2221207170507468,12358
IC50,29,03_10-29,0.95,0.9414953876031721,1.624194627712731,0.2221207170507468,12358
IC50,29,04_30plus,0.5,0.5029325513196481,0.0024561416488833032,0.0740912401408391,30008
IC50,29,04_30plus,0.8,0.8197480671820848,0.2060106924766572,0.0740912401408391,30008
IC50,29,04_30plus,0.9,0.9069581444948014,0.5026121827581588,0.0740912401408391,30008
IC50,29,04_30plus,0.95,0.9553785657158091,0.9037375040872715,0.0740912401408391,30008
IC50,29,all,0.5,0.5620582414475545,0.06274404323355309,0.1746394788569818,49518
IC50,29,all,0.8,0.8439961226220768,0.7142404638508317,0.1746394788569818,49518
IC50,29,all,0.9,0.9217658225291813,1.3062354469080235,0.1746394788569818,49518
IC50,29,all,0.95,0.9596106466335474,1.9705026061893474,0.1746394788569818,49518
IC50,31,00_zero,0.5,0.5245039445374133,0.8263910960083862,0.552729298995244,8366
IC50,31,00_zero,0.8,0.830026296916089,1.908104925020389,0.552729298995244,8366
IC50,31,00_zero,0.9,0.9323452067893856,3.025740396434248,0.552729298995244,8366
IC50,31,00_zero,0.95,0.9682046378197466,4.253620275490304,0.552729298995244,8366
IC50,31,01_1-4,0.5,0.5468476357267951,0.4792295381089646,0.3584136312940356,4568
IC50,31,01_1-4,0.8,0.8533274956217163,1.5003378889966767,0.3584136312940356,4568
IC50,31,01_1-4,0.9,0.9478984238178634,2.3598980091818333,0.3584136312940356,4568
IC50,31,01_1-4,0.95,0.978984238178634,3.831489177960187,0.3584136312940356,4568
IC50,31,02_5-9,0.5,0.4926315789473684,0.14681863433288989,0.21477359869778603,950
IC50,31,02_5-9,0.8,0.7705263157894737,0.662272259033902,0.21477359869778603,950
