endpoint,route_group,source_type,method,scope,n_runs,mean_mae,std_mae,mean_rmse,std_rmse,mean_bias,mean_n,mean_groups
EC50,ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_target,micro,5,0.17142012138046453,0.03127675465658479,0.440406533839524,0.0868995660594022,-0.0003341677624424001,6882.4,1.0
EC50,ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_target,macro_target,5,0.28118799472012623,0.02810587941633499,0.37691267307693466,0.04204426586057275,0.0015686408101533,6882.4,115.0
EC50,ours_ablation,ours_ablation_same_split,somol_gauge_graph_blend_macro_target,macro_assay_pair,5,0.4410397706232246,0.06237700834679975,0.46396590358944084,0.06394804008274642,-0.00440450626604258,6882.4,1518.4
EC50,ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_assay_pair,micro,5,0.16784941166609954,0.02965949855807875,0.4281877118652999,0.08703119106982807,-0.00157139035925756,6882.4,1.0
EC50,ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_assay_pair,macro_target,5,0.28071650162026174,0.026014015997973594,0.3743319418111165,0.03920088529709871,0.0007687293175470399,6882.4,115.0
EC50,ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_assay_pair,macro_assay_pair,5,0.4272695715224403,0.06076626646857867,0.4499583838051241,0.0637354786706471,-0.0079237775589792,6882.4,1518.4
EC50,ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_target,micro,5,0.1693127730631987,0.030158518091747983,0.4334998080109983,0.08435180416074586,-0.00089328141838062,6882.4,1.0
EC50,ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_target,macro_target,5,0.27671539110927973,0.027872481497635302,0.3721015354417637,0.041009797530563746,0.00076483443945226,6882.4,115.0
EC50,ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_target,macro_assay_pair,5,0.4332499107665805,0.06017016110292144,0.45594781369523496,0.06249532759256686,-0.005784897420625041,6882.4,1518.4
EC50,ours_ablation,ours_ablation_same_split,somol_robust_blend_global,micro,5,0.16738979346842292,0.0297231990668925,0.42902630574413214,0.08724996361600021,-0.0009391010489336,6882.4,1.0
EC50,ours_ablation,ours_ablation_same_split,somol_robust_blend_global,macro_target,5,0.2775229831174573,0.025714717965863793,0.3717835375178607,0.03888634031141147,0.0012841863290591802,6882.4,115.0
