scenario,route_group,source_type,method,scope,n_runs,mean_mae,std_mae,mean_rmse,std_rmse,mean_bias,mean_n,mean_groups
all,modern_assay_context,ours_rerun_same_split_surrogate,assay_context_pair_or_ridge,micro,20,0.26581733950746467,0.09149403979920051,0.5505671432502026,0.13510708774192406,-0.0009534643077217004,24633.1,1.0
all,modern_assay_context,ours_rerun_same_split_surrogate,assay_context_pair_or_ridge,macro_target,20,0.35577350599844026,0.06615665620672824,0.45325206963052167,0.07466883682926918,-0.0008988897531648002,24633.1,243.6
all,modern_assay_context,ours_rerun_same_split_surrogate,assay_context_pair_or_ridge,macro_assay_pair,20,0.5076146910318224,0.10740170831509509,0.5297512692593674,0.10449253294900823,-0.004708191379766693,24633.1,9280.1
all,ours,ours_main_same_split,gauge_calibration_selector_micro,micro,20,0.19339644480983045,0.03574101910599563,0.4394500876531179,0.05745170602792971,0.0009092912670946883,24633.1,1.0
all,ours,ours_main_same_split,gauge_calibration_selector_micro,macro_target,20,0.2660054162687683,0.0767798645068842,0.34663286248669334,0.08215919652404102,0.003801584635240983,24633.1,243.6
all,ours,ours_main_same_split,gauge_calibration_selector_micro,macro_assay_pair,20,0.347207100588513,0.10310524619154401,0.3694904649339153,0.10547582344690001,0.005680613241755355,24633.1,9280.1
all,ours,ours_main_same_split,somol_gauge_graph_blend_micro,micro,20,0.1921614255995518,0.03513483180190523,0.43731748704086026,0.057324205221855294,-1.7650766840341096e-05,24633.1,1.0
all,ours,ours_main_same_split,somol_gauge_graph_blend_micro,macro_target,20,0.2636332443964709,0.07782088070352378,0.34472553258665756,0.08271619625105196,0.0038796065484901104,24633.1,243.6
all,ours,ours_main_same_split,somol_gauge_graph_blend_micro,macro_assay_pair,20,0.3434052261956034,0.10446779855577451,0.3656758501853293,0.10663965236660802,0.0018995990611132593,24633.1,9280.1
all,ours,ours_main_same_split,somol_guarded_stack_micro,micro,20,0.1911296661715402,0.03419818770567032,0.4341696777365825,0.056244600021804037,-0.0008368219646825465,24633.1,1.0
all,ours,ours_main_same_split,somol_guarded_stack_micro,macro_target,20,0.25872993064189814,0.0721278262458668,0.3391892458044202,0.07728873447933567,0.0012941962330468857,24633.1,243.6
all,ours,ours_main_same_split,somol_guarded_stack_micro,macro_assay_pair,20,0.33916189384807444,0.10159270690850533,0.3613775246707661,0.10372885558361039,-0.0018618182963801473,24633.1,9280.1
all,ours,ours_main_same_split,somol_robust_blend_bucket,micro,20,0.18676573207092595,0.03537059402734262,0.43797254865166524,0.06011705343072626,-1.632285938952811e-05,24633.1,1.0
all,ours,ours_main_same_split,somol_robust_blend_bucket,macro_target,20,0.25509135431494767,0.07143651566868292,0.3392694115354383,0.07754714567072636,0.0026452877351259138,24633.1,243.6
all,ours,ours_main_same_split,somol_robust_blend_bucket,macro_assay_pair,20,0.33711726041991874,0.10221402503237198,0.36097321826491685,0.10409024852893858,-0.001548312634800591,24633.1,9280.1
